source,target,weight,Class,source-title,target-title,source-publisher, target-publisher,source-time,target-time,from-pub-uri,to-pub-uri,source-url, target-url
English534,English532,0.959,Information-Propagated,Study finds very few pages devoted to climate change in introductory science textbooks,King- Collins push for more research on ocean warming in Gulf of Maine - Portland Press Herald,Phys.org,Portland Press Herald,2018-04-30T19:56:00Z,2018-04-30T20:10:00Z,phys.org,pressherald.com,https://phys.org/news/2018-04-pages-devoted-climate-introductory-science.html,https://www.pressherald.com/2018/04/30/king-collins-push-for-more-research-on-ocean-warming-in-gulf-of-maine/
English535,English884,0.373,Information-Not-Propagated,Study finds very few pages devoted to climate change in introductory science textbooks,Editorial: Don't stall fuel standards,EurekAlert!,Times Union,2018-04-30T19:48:00Z,2019-07-31T22:54:00Z,eurekalert.org,timesunion.com,https://www.eurekalert.org/pub_releases/2018-04/asu-sfv043018.php,https://www.timesunion.com/opinion/article/Editorial-Don-t-stall-fuel-standards-14271335.php
English536,English599,0.284,Information-Not-Propagated,Dying corals no longer make noise mean baby fish get lost at sea,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,Daily Mail Online,Stereogum,2018-04-30T19:12:00Z,2018-06-30T01:09:00Z,dailymail.co.uk,,http://www.dailymail.co.uk/sciencetech/article-5674271/Baby-fish-hear-way-home-dying-coral-no-longer-make-noise-guide-them.html,
English537,English536,0.983,Information-Propagated,Lack of noise from depopulated coral reefs could lead to loss of fish,Dying corals no longer make noise mean baby fish get lost at sea,Breaking News.ie,Daily Mail Online,2018-04-30T19:06:00Z,2018-04-30T19:12:00Z,breakingnews.ie,dailymail.co.uk,http://www.breakingnews.ie/world/lack-of-noise-from-depopulated-coral-reefs-could-lead-to-loss-of-fish-840131.html,http://www.dailymail.co.uk/sciencetech/article-5674271/Baby-fish-hear-way-home-dying-coral-no-longer-make-noise-guide-them.html
English538,English599,0.274,Information-Not-Propagated,Dramatic action needed on climate change: UN,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,Yahoo,Stereogum,2018-04-30T19:05:00Z,2018-06-30T01:09:00Z,yahoo.com,,https://www.yahoo.com/news/dramatic-action-needed-climate-change-un-152234781.html,
English539,English538,0.487,Unsure,What Does A Weatherman Know About Settled Climate Science?,Dramatic action needed on climate change: UN,The Daily Caller,Yahoo,2018-04-30T18:55:00Z,2018-04-30T19:05:00Z,dailycaller.com,yahoo.com,http://dailycaller.com/2018/04/30/what-does-a-weatherman-know-about-settled-climate-science/,https://www.yahoo.com/news/dramatic-action-needed-climate-change-un-152234781.html
English54,English529,0.345,Information-Not-Propagated,Now Chocolate Could Go Extinct- Fabulous,News of the Day From Around the World,Jezebel,San Francisco Gate,2017-12-31T22:59:00Z,2018-04-30T20:45:00Z,jezebel.com,sfgate.com,https://jezebel.com/now-chocolate-could-go-extinct-great-1821683690,https://www.sfgate.com/world/article/News-of-the-Day-From-Around-the-World-12875649.php
English540,English523,0.297,Information-Not-Propagated,PressTV-Dramatic action needed on climate change: UN,Allergy season is terrible: Tell us about yours,Press TV,W Public Broadcasting,2018-04-30T18:51:00Z,2018-04-30T21:20:00Z,presstv.com,wvpublic.org,http://www.presstv.com/Detail/2018/04/30/560222/United-Nations-Patricia-Espinosa-global-warming,http://wvpublic.org/post/allergy-season-terrible-tell-us-about-yours
English541,English599,0.28,Information-Not-Propagated,Sorry Vegans: Here's How Meat-Eating Made Us Human | From the Trenches World Report,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,CBS This Morning,Stereogum,2018-04-30T18:50:00Z,2018-06-30T01:09:00Z,fromthetrenchesworldreport.com,,http://fromthetrenchesworldreport.com/sorry-vegans-heres-how-meat-eating-made-us-human/224884,
English542,English540,0.419,Unsure,How synthetic opioids can radically change global illegal drug markets and foreign policy,PressTV-Dramatic action needed on climate change: UN,The Brookings Institution,Press TV,2018-04-30T18:25:00Z,2018-04-30T18:51:00Z,brookings.edu,presstv.com,https://www.brookings.edu/blog/order-from-chaos/2018/04/30/how-synthetic-opioids-can-radically-change-global-illegal-drug-markets-and-foreign-policy/,http://www.presstv.com/Detail/2018/04/30/560222/United-Nations-Patricia-Espinosa-global-warming
English543,English599,0.379,Information-Not-Propagated,UK- US to study risks of glacier collapse,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,SHINE,Stereogum,2018-04-30T18:05:00Z,2018-06-30T01:09:00Z,shine.cn,,https://www.shine.cn/archive/world/UK-US-to-study-risks-of-glacier-collapse/shdaily.shtml,
English544,English9,0.301,Information-Not-Propagated,Kagame Defends the Congo Basin Blue Fund,What The New Market Paradigm Would Look Like,KT Press Rwanda,Seeking Alpha,2018-04-30T18:05:00Z,2020-04-29T06:31:00Z,ktpress.rw,seekingalpha.com,http://ktpress.rw/2018/04/kagame-defends-the-congo-basin-blue-fund/,https://seekingalpha.com/article/4341074-what-new-market-paradigm-look-like
English545,English525,0.401,Unsure,Penny Wong says Labor will try and undo Abbott's legacy on climate policy,La Nina-like ocean cooling patterns intensify northwestern Pacific tropical cyclones,The Guardian,Phys.org,2018-04-30T18:00:00Z,2018-04-30T21:19:00Z,theguardian.com,phys.org,http://www.theguardian.com/australia-news/2018/may/01/penny-wong-says-labor-will-try-and-undo-abbotts-legacy-on-climate-policy,https://phys.org/news/2018-04-la-nina-like-ocean-cooling-patterns.html
English546,English599,0.252,Information-Not-Propagated,ABC Drama 'Madam Secretary': Climate Change the 'Existential Threat of Our Time',The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,Breitbart,Stereogum,2018-04-30T17:29:00Z,2018-06-30T01:09:00Z,breitbart.com,,http://www.breitbart.com/big-hollywood/2018/04/30/madam-secretary-claims-climate-change-is-an-existential-threat/,
English547,English950,0.272,Information-Not-Propagated,UK- US study Antarctic glacier- hoping to crack sea level risks,Former Homeland Security Head Napolitano Says Cybersecurity Should Be A Top Priority ,Gulf-Times,WUWM,2018-04-30T17:24:00Z,2019-03-31T23:02:00Z,gulf-times.com,wuwm.com,http://gulf-times.com/story/590981,https://www.wuwm.com/post/former-homeland-security-head-napolitano-says-cybersecurity-should-be-top-priority
English548,English599,0.276,Information-Not-Propagated,Review | Fascinating new book captures 4.5 billion years of climate and weather in 200 pages,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,Washington Post,Stereogum,2018-04-30T17:19:00Z,2018-06-30T01:09:00Z,washingtonpost.com,,https://www.washingtonpost.com/news/capital-weather-gang/wp/2018/04/30/captivating-new-book-captures-4-5-billion-years-of-climate-and-weather-in-200-pages/,
English549,English545,0.687,Unsure,We May Be on the Verge of a Human-Made Climate Disaster,Penny Wong says Labor will try and undo Abbott's legacy on climate policy,The Smirking Chimp,The Guardian,2018-04-30T17:13:00Z,2018-04-30T18:00:00Z,smirkingchimp.com,theguardian.com,http://www.smirkingchimp.com/thread/thom-hartmann/78913/we-may-be-on-the-verge-of-a-human-made-climate-disaster,http://www.theguardian.com/australia-news/2018/may/01/penny-wong-says-labor-will-try-and-undo-abbotts-legacy-on-climate-policy
English55,English599,0.36,Information-Not-Propagated,Learning to live with bed bugs from Scotland's biggest city,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,Channel NewsAsia,Stereogum,2017-12-31T22:51:00Z,2018-06-30T01:09:00Z,channelnewsasia.com,,https://www.channelnewsasia.com/news/health/learning-to-live-with-bed-bugs-from-scotland-s-biggest-city-9491796,
English550,English49,0.316,Information-Not-Propagated,Michael Moore's Assault on Green Energy,Mobilizing Climate Action in the Face of Planet of the Humans,USSA News,The Smirking Chimp,2020-04-26T10:58:00Z,2020-04-29T12:05:00Z,ussanews.com,smirkingchimp.com,https://ussanews.com/News1/2020/04/26/michael-moores-assault-on-green-energy/,http://www.smirkingchimp.com/thread/cynthia-kaufman/90362/mobilizing-climate-action-in-the-face-of-planet-of-the-humans
English551,English439,0.272,Information-Not-Propagated,Trusting healthy North Carolinians to choose about reopening our economy  - Carolina Journal,How to talk to kids about hard things like COVID-19 and climate change,Carolina Journal,Bangor Daily News,2020-04-26T10:28:00Z,2020-04-27T02:09:00Z,carolinajournal.com,bangordailynews.com,https://www.carolinajournal.com/opinion-article/trusting-healthy-north-carolinians-to-choose-about-reopening-our-economy/,https://bangordailynews.com/2020/04/27/news/state/how-to-talk-to-kids-about-hard-things-like-covid-19-and-climate-change/
English552,English936,0.363,Information-Not-Propagated,Beyond Trump: How the US Went Off the Rails,Feds to investigate spike in gray whale deaths on West Coast,The Smirking Chimp,KRON 4 News,2018-04-30T17:12:00Z,2019-05-31T22:10:00Z,smirkingchimp.com,kron4.com,http://www.smirkingchimp.com/thread/john-atcheson/78911/beyond-trump-how-the-us-went-off-the-rails,https://www.kron4.com/news/california/feds-to-investigate-spike-in-gray-whale-deaths-on-west-coast-1/2043033291
English553,English540,0.977,Information-Propagated,Dramatic action needed on climate change: UN,PressTV-Dramatic action needed on climate change: UN,Phys.org,Press TV,2018-04-30T17:00:00Z,2018-04-30T18:51:00Z,phys.org,presstv.com,https://phys.org/news/2018-04-action-climate.html,http://www.presstv.com/Detail/2018/04/30/560222/United-Nations-Patricia-Espinosa-global-warming
English554,English553,1,Information-Propagated,Dramatic action needed on climate change: UN ,Dramatic action needed on climate change: UN,France 24,Phys.org,2018-04-30T16:31:00Z,2018-04-30T17:00:00Z,france24.com,phys.org,http://www.france24.com/en/20180430-dramatic-action-needed-climate-change-un,https://phys.org/news/2018-04-action-climate.html
English555,English599,0.332,Information-Not-Propagated,Big Pharma- Big Oil and Big Banks Meet the Definition of Terrorists,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,MintPress News,Stereogum,2018-04-30T16:27:00Z,2018-06-30T01:09:00Z,mintpressnews.com,,https://www.mintpressnews.com/big-pharma-big-oil-and-big-banks-meet-the-definition-of-terrorists/241248/,
English556,English8,0.269,Information-Not-Propagated,Warming Future Means More Fire- Fewer Trees In Western Biodiversity Hotspot,Letters (April 29- 2020),Eurasia Review,Micah Jakob,2018-04-30T16:22:00Z,2020-04-29T06:47:00Z,eurasiareview.com,theava.com,http://www.eurasiareview.com/30042018-warming-future-means-more-fire-fewer-trees-in-western-biodiversity-hotspot/,https://www.theava.com/archives/124670
English557,English884,0.295,Information-Not-Propagated,Terry Medearis: We have plenty of open space already,Editorial: Don't stall fuel standards,Longmont Times-Call,Times Union,2018-04-30T16:20:00Z,2019-07-31T22:54:00Z,timescall.com,timesunion.com,http://www.timescall.com/opinion/letterstotheeditor/ci_31840155/terry-medearis-we-have-plenty-open-space-already,https://www.timesunion.com/opinion/article/Editorial-Don-t-stall-fuel-standards-14271335.php
English558,English599,0.353,Information-Not-Propagated,Unexploded Ordnances: going with a Bang,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,Irish Times Sport,Stereogum,2018-04-30T16:17:00Z,2018-06-30T01:09:00Z,irishtimes.com,,https://www.irishtimes.com/life-and-style/health-family/unexploded-ordnances-going-with-a-bang-1.3471072,
English559,English529,0.28,Information-Not-Propagated,EPA considers biomass carbon neutral | Bioenergy Insight Magazine,News of the Day From Around the World,Bioenergy Insight,San Francisco Gate,2018-04-30T16:14:00Z,2018-04-30T20:45:00Z,bioenergy-news.com,sfgate.com,https://www.bioenergy-news.com/display_news/13641/epa_considers_biomass_carbon_neutral/,https://www.sfgate.com/world/article/News-of-the-Day-From-Around-the-World-12875649.php
English56,English599,0.395,Information-Not-Propagated,All the sci-fi TV and movies hitting Netflix- Hulu and Amazon Prime in January 2018,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,SYFY WIRE,Stereogum,2017-12-31T21:40:00Z,2018-06-30T01:09:00Z,syfy.com,,http://www.syfy.com/syfywire/all-the-sci-fi-tv-and-movies-hitting-netflix-hulu-and-amazon-prime-in-january-2018,
English560,English549,0.9,Information-Propagated,UK- US Study Antarctic Glacier- Hoping To Crack Sea Level Risks,We May Be on the Verge of a Human-Made Climate Disaster,NDTV,The Smirking Chimp,2018-04-30T16:12:00Z,2018-04-30T17:13:00Z,ndtv.com,smirkingchimp.com,https://www.ndtv.com/world-news/uk-us-study-antarctic-glacier-hoping-to-crack-sea-level-risks-1845025,http://www.smirkingchimp.com/thread/thom-hartmann/78913/we-may-be-on-the-verge-of-a-human-made-climate-disaster
English561,English21,0.307,Information-Not-Propagated,Reef fish inherit tolerance to warming oceans,Kenya: 116 people killed over ongoing floods,EurekAlert!,TurkishPress,2018-04-30T16:09:00Z,2020-04-29T04:29:00Z,eurekalert.org,turkishpress.com,https://www.eurekalert.org/pub_releases/2018-04/acoe-rfi042518.php,http://turkishpress.com/kenya-116-people-killed-over-ongoing-floods/
English562,English530,1,Information-Propagated,What is 5G? Everything you need to know about the new wireless revolution | ZDNet,King- Collins push for more research on ocean warming in Gulf of Maine - CentralMaine.com,ZDNet,Kennebec Journal,2018-04-30T16:04:00Z,2018-04-30T20:34:00Z,zdnet.com,centralmaine.com,https://www.zdnet.com/article/what-5g-wireless-technology-is-what-it-wants-to-be-and-how-it-may-yet-evolve/,https://www.centralmaine.com/2018/04/30/king-collins-push-for-more-research-on-ocean-warming-in-gulf-of-maine/
English563,English556,0.479,Unsure,After 20 Years- The 'Hockey Stick' Graph That Sparked A Wave Of Climate Alarmism Is Still In Dispute,Warming Future Means More Fire- Fewer Trees In Western Biodiversity Hotspot,The Daily Caller,Eurasia Review,2018-04-30T16:01:00Z,2018-04-30T16:22:00Z,dailycaller.com,eurasiareview.com,http://dailycaller.com/2018/04/30/hockey-stick-graph-global-warming/,http://www.eurasiareview.com/30042018-warming-future-means-more-fire-fewer-trees-in-western-biodiversity-hotspot/
English564,English936,0.324,Information-Not-Propagated,The Week in Media Bias History: Warming to Sink 'Five Feet High' Miami,Feds to investigate spike in gray whale deaths on West Coast,NewsBusters.org,KRON 4 News,2018-06-30T23:05:00Z,2019-05-31T22:10:00Z,newsbusters.org,kron4.com,https://www.newsbusters.org/blogs/nb/scott-whitlock/2018/06/30/week-media-bias-history-global-warming-sink-five-feet-high-miami,https://www.kron4.com/news/california/feds-to-investigate-spike-in-gray-whale-deaths-on-west-coast-1/2043033291
English565,English884,0.262,Information-Not-Propagated,The Left Is Dead Because It Is Rootless And Stands For NOTHING,Editorial: Don't stall fuel standards,The Daily Caller,Times Union,2018-06-30T21:13:00Z,2019-07-31T22:54:00Z,dailycaller.com,timesunion.com,http://dailycaller.com/2018/06/30/the-left-is-dead-because-it-stands-for-nothing/,https://www.timesunion.com/opinion/article/Editorial-Don-t-stall-fuel-standards-14271335.php
English566,English923,0.359,Information-Not-Propagated,NOT REAL NEWS: A look at what didn't happen this week,New Lyceum Lecture Series to present 'Climate Change: What Can We Do About It?' June 4,Idaho State Journal,Daily Herald,2018-06-30T19:28:00Z,2019-05-31T23:59:00Z,idahostatejournal.com,dailyherald.com,https://idahostatejournal.com/news/national/not-real-news-a-look-at-what-didn-t-happen/article_8bd65515-63f9-5c47-b7fb-b22d1388234e.html,https://www.dailyherald.com/submitted/20190531/new-lyceum-lecture-series-to-present-climate-change-what-can-we-do-about-it-june-4
